"dates","titles","end_price","start_price","high_price","low_price","amount"
"2014-06-05",NA,99600,102000,102500,98700,1027072
"2014-06-09",NA,102000,99800,104000,99200,906992
"2014-06-10","“100만원으로 세상을 바꿀 수 있을까?”",104000,102000,104500,102000,471102
"2014-06-11","SK종합화학, 동반성장지수 ‘최우수’ 기업 선정",103500,104000,104500,102500,371673
"2014-06-12",NA,100500,103000,103000,100500,535443
"2014-06-13",NA,104000,103000,104500,102000,567149
"2014-06-16",NA,107000,106000,107500,104500,589583
"2014-06-17",NA,105500,106500,106500,104500,362052
"2014-06-18",NA,103500,105500,106000,102000,346744
"2014-06-19",NA,102500,104000,105000,101000,387127
"2014-06-20",NA,100000,102000,102500,99200,666908
"2014-06-23","SK이노베이션, 협력사 사회공헌 돕는 ‘행복 동행’ 본격화 ",104000,101000,104500,99800,559989
"2014-06-24",NA,105500,104000,107000,104000,689277
"2014-06-25",NA,110000,106000,111000,106000,1177094
"2014-06-26","SK이노베이션, ESS 글로벌시장 공략 본격 시동",112500,109500,114000,109500,865343
"2014-06-27",NA,113000,113500,114000,111000,447524
"2014-06-30",NA,113000,113500,114000,110000,424465
"2014-07-01",NA,112500,112000,113500,111500,226450
"2014-07-02",NA,110500,112000,112500,109500,423599
"2014-07-03",NA,107000,109500,110000,106000,709686
"2014-07-04",NA,105000,106500,107000,103500,542810
"2014-07-07",NA,104000,105000,105000,103000,292530
"2014-07-08",NA,103000,103500,105000,101500,485675
"2014-07-09",NA,101000,101500,102500,100000,371115
"2014-07-10",NA,100500,101500,102000,100000,407081
"2014-07-11",NA,99900,99900,101000,99800,431223
"2014-07-14",NA,99800,100000,101000,99300,321305
"2014-07-15",NA,100500,100000,101500,99800,610262
"2014-07-16",NA,100000,101000,102000,99900,451168
"2014-07-17",NA,101000,100500,102000,100000,481690
"2014-07-18",NA,101500,101500,102000,100500,304407
"2014-07-21",NA,99900,101500,102000,99800,346817
"2014-07-22",NA,99500,99800,100500,98800,404355
"2014-07-23",NA,99200,99800,99900,98700,344893
"2014-07-24",NA,105500,99000,105500,99000,1111004
"2014-07-25","SK이노베이션, 2분기 매출 16조 4,937억원, 영업손실 503억원",104000,105500,105500,102000,644720
"2014-07-28",NA,103000,103500,104000,102000,397037
"2014-07-29",NA,106000,103000,106500,102500,674939
"2014-07-30",NA,104000,105500,105500,103000,433562
"2014-07-31",NA,103500,104000,105000,102500,453871
"2014-08-01",NA,105000,102000,105500,102000,338990
"2014-08-04",NA,106000,107000,108500,105500,530158
"2014-08-05","“미국 법인을 셰일 등 비전통자원 개발의 전초기지화 할 것”",103000,106500,107000,102000,538518
"2014-08-06",NA,101500,102500,103500,101000,263988
"2014-08-07",NA,100500,102000,102500,100000,268513
"2014-08-08",NA,102000,100500,104000,100000,518423
"2014-08-11",NA,103500,102500,105500,102000,399647
"2014-08-12",NA,103500,105000,105500,102500,290909
"2014-08-13",NA,102000,104000,104000,100500,436961
"2014-08-14",NA,101500,101500,102000,100500,273436
"2014-08-18",NA,99800,101500,102000,99700,419037
"2014-08-19",NA,99000,100000,101000,98800,489236
"2014-08-20",NA,92800,99500,99700,92000,1895636
"2014-08-21",NA,93900,92800,93900,90100,906457
"2014-08-22",NA,95500,93200,96400,93200,535802
"2014-08-25",NA,93800,94600,96800,93300,302215
"2014-08-26",NA,95400,93800,95900,93800,300704
"2014-08-27",NA,94500,95800,95800,94000,261898
"2014-08-28",NA,95100,94400,95100,94200,247151
"2014-08-29",NA,94100,95100,95200,93800,371089
"2014-09-01",NA,93900,94200,94700,93000,221291
"2014-09-02","SK루브리컨츠, 윤활유 전문점「I’m ZIC」열어",94000,93900,96700,93600,391377
"2014-09-03",NA,91600,92700,93000,91000,594499
"2014-09-04",NA,91200,92100,92200,90700,337502
"2014-09-05",NA,91500,90700,93600,90700,462569
"2014-09-11",NA,91000,92000,92000,90900,430846
"2014-09-12",NA,90900,91100,92000,90900,204537
"2014-09-15","“100만원으로도 더 나은 세상을 만들 수 있어요”",91100,91000,91400,90500,223852
"2014-09-16",NA,90700,90800,91600,90200,276314
"2014-09-17",NA,92900,91300,93000,91100,399782
"2014-09-18",NA,91600,93000,93100,91100,292659
"2014-09-19",NA,91500,91700,91900,91100,219892
"2014-09-22","SK이노베이션, 누리꾼들과 함께 인천아시안게임 응원 나선다",87900,91500,91500,87700,649836
"2014-09-23","SK이노베이션, 업무용 차량으로 쏘울 전기차 도입",85200,87300,87900,85100,754906
"2014-09-24",NA,84400,85500,85700,84200,527303
"2014-09-25",NA,84400,85200,85500,84400,329595
"2014-09-26",NA,82900,83000,83900,82300,560040
"2014-09-29",NA,81000,83000,83100,80500,637052
"2014-09-30",NA,81100,81000,81900,80400,360430
"2014-10-01",NA,76500,80500,80700,76200,904297
"2014-10-02",NA,75000,75600,76500,74600,582005
"2014-10-06","SK루브리컨츠, 세계 3위 윤활기유 업체로 도약",77800,74800,79000,74300,556587
"2014-10-07","SK이노베이션, ‘사회적기업 행복 장터’ 열어",75900,77300,79100,75300,418486
"2014-10-08",NA,77700,75200,78400,75100,498319
"2014-10-10",NA,76200,77200,77900,75500,361890
"2014-10-13",NA,77300,75700,78100,75200,377748
"2014-10-14",NA,80200,78200,82800,78100,839824
"2014-10-15",NA,78800,80400,81100,78500,557267
"2014-10-16",NA,77800,78400,78700,75300,565866
"2014-10-17",NA,78600,78500,79000,76700,592021
"2014-10-20",NA,81100,80600,81800,79900,613038
"2014-10-21",NA,80000,81200,82300,79100,601080
"2014-10-22",NA,81000,81400,82400,80600,510813
"2014-10-23","SK종합화학, 1조 투자한 울산아로마틱스(UAC)합작공장 준공",80500,80000,81300,79400,271273
"2014-10-24",NA,81300,81300,82000,80800,335740
"2014-10-27",NA,86600,81600,86700,80300,890891
"2014-10-28","SK이노베이션, 3분기 매출 16조 6,084억원, 영업이익 488억원",83800,86000,87200,83300,718396
"2014-10-29",NA,89000,84700,89800,84300,885403
"2014-10-30",NA,87100,89000,89000,86200,449261
"2014-10-31",NA,87500,87400,87600,85500,308168
"2014-11-03",NA,85000,87000,87100,85000,333459
"2014-11-04","SK이노베이션-LG화학, “분리막 특허소송 종결” 합의",80800,84800,84900,80800,500724
"2014-11-05",NA,83000,80600,83200,79000,407667
"2014-11-06","SK이노베이션 배터리 장착한 전기차, APEC서 선봬",87000,83700,87200,82800,475288
"2014-11-07",NA,86200,86500,86600,85600,284097
"2014-11-10",NA,86000,87200,89200,85300,317861
"2014-11-11",NA,84600,85900,86200,84300,321471
"2014-11-12",NA,89300,84600,90400,84600,721549
"2014-11-13",NA,87600,89200,89200,87300,344743
"2014-11-14",NA,86000,86500,86500,84200,384409
"2014-11-17",NA,90100,86700,90100,86100,579423
"2014-11-18",NA,88200,89900,90400,88000,354908
"2014-11-19",NA,88500,88500,89600,86600,271293
"2014-11-20",NA,88600,88200,89200,87200,213497
"2014-11-21",NA,88900,89600,90300,88800,344999
"2014-11-24",NA,98500,92000,98900,91500,1887803
"2014-11-25",NA,96200,97800,98700,95500,708279
"2014-11-26",NA,94000,95100,95400,92400,675415
"2014-11-27",NA,91800,92900,93000,89500,803291
"2014-11-28",NA,85700,87400,88700,85700,1172829
"2014-12-01",NA,81800,83200,83300,80300,929548
"2014-12-02",NA,82900,84100,84800,82000,675228
"2014-12-03",NA,84200,82500,84400,82000,371781
"2014-12-04",NA,85500,84200,86900,84200,384937
"2014-12-05",NA,86100,84800,87500,84600,421338
"2014-12-08",NA,86200,86000,87900,85200,268499
"2014-12-09",NA,84300,84400,85200,83000,248789
"2014-12-10","SK이노베이션, 정철길 총괄사장 선임…조직개편 및 임원인사 시행",81700,84100,84600,81400,348976
"2014-12-11",NA,80500,79300,82100,79200,480592
"2014-12-12",NA,81300,80900,81900,80100,257896
"2014-12-15",NA,84800,80600,84800,80100,392258
"2014-12-16",NA,85200,83100,87000,82700,592525
"2014-12-17",NA,87100,86400,88500,86200,672709
"2014-12-18",NA,86300,88900,89500,84600,514300
"2014-12-19",NA,86900,86900,87100,85200,330397
"2014-12-22",NA,89700,88500,90500,86800,561828
"2014-12-23",NA,89700,89700,90500,88900,266139
"2014-12-24",NA,89500,90100,90100,87700,248376
"2014-12-26",NA,89200,89400,89800,88900,253715
"2014-12-29",NA,85900,87900,88000,85600,273006
"2014-12-30",NA,85100,86100,86700,83800,296439
"2015-01-02","“수펙스 정신(SUPEX Spirit)으로 위기를 극복하자”",84000,83900,84800,83400,267229
"2015-01-05",NA,82000,83400,83500,80700,503877
"2015-01-06",NA,79500,80100,82000,79300,488602
"2015-01-07",NA,80100,79200,82000,79200,360145
"2015-01-08",NA,82400,81300,82700,80600,336403
"2015-01-09",NA,84900,83600,85400,82000,437694
"2015-01-12",NA,84500,83500,86600,83500,284186
"2015-01-13",NA,82500,83800,83800,81700,397618
"2015-01-14",NA,83600,82500,84300,82500,227611
"2015-01-15",NA,82700,85000,85700,81800,461624
"2015-01-16",NA,81400,82000,82300,80800,331805
"2015-01-19",NA,88000,83800,88500,83500,1109836
"2015-01-20",NA,87300,87100,88900,86800,392370
"2015-01-21",NA,89000,85600,89100,84700,472272
"2015-01-22",NA,92700,90100,92900,90000,820698
"2015-01-23",NA,92200,93500,94700,91600,968802
"2015-01-26",NA,91300,91700,92000,90200,305198
"2015-01-27",NA,95200,92600,95600,92200,701106
"2015-01-28",NA,95400,95500,96900,94100,567810
"2015-01-29",NA,92500,93600,94800,92100,646536
"2015-01-30",NA,93700,94000,94200,92100,379370
"2015-02-02",NA,97500,98000,99400,97400,969104
"2015-02-03",NA,100500,99200,101500,97600,928070
"2015-02-04",NA,97800,103500,104000,97500,1187501
"2015-02-05","SK이노베이션, 2014년 매출 65조 8,757억원, 영업손실 2,241억원",94700,95500,96600,93600,699872
"2015-02-06",NA,100000,95500,101000,95200,866992
"2015-02-09",NA,100500,100500,102500,99000,497335
"2015-02-10",NA,100000,101000,103500,100000,462607
"2015-02-11",NA,100500,99600,102000,99100,404288
"2015-02-12",NA,97200,100500,100500,96500,676299
"2015-02-13",NA,100500,99400,100500,97800,432167
"2015-02-16",NA,99100,102000,103000,98300,358248
"2015-02-17",NA,101000,99100,102000,98400,318932
"2015-02-23",NA,101000,101500,101500,99700,213008
"2015-02-24",NA,100500,100000,101000,99100,311429
"2015-02-25",NA,104000,100500,104000,99900,548207
"2015-02-26",NA,104500,104500,105000,103000,411667
"2015-02-27",NA,103500,102500,103500,101000,345463
"2015-03-02",NA,102500,105000,106000,101500,537467
"2015-03-03",NA,101000,102000,102500,100000,467061
"2015-03-04",NA,96100,101500,102000,95600,970089
"2015-03-05",NA,97700,96200,98900,96200,379904
"2015-03-06",NA,98700,98600,101500,98500,607826
"2015-03-09",NA,98200,97100,100500,97100,232996
"2015-03-10",NA,97900,99400,99500,96700,308680
"2015-03-11",NA,95500,96400,97900,94800,487085
"2015-03-12",NA,94700,95800,96700,94600,399435
"2015-03-13",NA,93600,95300,95600,92600,360118
"2015-03-16",NA,89300,92000,92200,89200,800058
"2015-03-17",NA,91700,89400,91700,89400,469339
"2015-03-18",NA,89900,91500,91600,89300,639458
"2015-03-19",NA,93400,92300,93500,92100,707640
"2015-03-20",NA,93500,92000,93500,91600,345509
"2015-03-23",NA,93200,95000,95700,92800,344612
"2015-03-24",NA,94000,93500,94000,92100,277137
"2015-03-25",NA,91200,94100,94600,90900,379987
"2015-03-26",NA,93900,92000,93900,91800,422457
"2015-03-27",NA,94700,95900,96300,93800,492951
"2015-03-30",NA,92200,93800,93900,91500,424255
"2015-03-31",NA,95400,93100,95800,91100,563237
"2015-04-01",NA,98500,94300,98800,93800,702329
"2015-04-02",NA,100000,101500,105000,100000,950090
"2015-04-03",NA,102500,100000,103000,99000,555160
"2015-04-06",NA,101500,101500,102500,99100,533189
"2015-04-07",NA,102000,104500,105500,102000,501430
"2015-04-08",NA,110000,105000,110000,104500,1431332
"2015-04-09",NA,111000,107500,112000,107000,673083
"2015-04-10",NA,111500,112500,113500,109500,453185
"2015-04-13",NA,114000,113500,116500,111500,444504
"2015-04-14",NA,112500,115000,116500,111500,507558
"2015-04-15",NA,115500,115500,116500,113500,401208
"2015-04-16",NA,114000,120500,122000,112500,835178
"2015-04-17",NA,113500,114000,114500,109000,528431
"2015-04-20",NA,116500,110500,118500,110500,745644
"2015-04-21",NA,116000,117000,118500,115500,345331
"2015-04-22",NA,114500,116000,118500,114500,408431
"2015-04-23",NA,120500,116500,121000,116000,687955
"2015-04-24",NA,119500,121500,123000,117000,587321
"2015-04-27","SK에너지, 에너지관리공단과 ‘에너지 진로체험교육’ 나서",117000,122000,122500,115500,509310
"2015-04-28",NA,119000,117500,120000,117000,313640
"2015-04-29",NA,116500,119500,120500,114500,393414
"2015-04-30","SK이노베이션, 2015년 1분기 매출 12조 455억원, 영업이익 3,212억원",118000,117500,119500,115500,622315
"2015-05-04",NA,119000,119500,120000,118000,250678
"2015-05-06",NA,119000,120000,122000,118000,387878
"2015-05-07",NA,115500,119500,119500,115000,356062
"2015-05-08",NA,114500,115000,115500,110000,459277
"2015-05-11",NA,115000,115000,117000,114000,201677
"2015-05-12",NA,114000,113500,115500,111500,325429
"2015-05-13",NA,120500,116500,121000,115500,614288
"2015-05-14",NA,117000,120500,120500,116500,323004
"2015-05-15",NA,113000,116500,117000,112000,457534
"2015-05-18",NA,111500,112000,114000,109000,441066
"2015-05-19",NA,114000,111500,114500,110500,280579
"2015-05-20",NA,110000,111000,111500,108000,647687
"2015-05-21",NA,108000,110500,111500,108000,328013
"2015-05-22",NA,115000,110500,115000,110000,590932
"2015-05-26","SK루브리컨츠, 윤활유 브랜드‘지크(ZIC)’해외로 첫 수출 ",115000,114000,116000,112000,242064
"2015-05-27",NA,110500,110500,113500,110000,451491
"2015-05-28","SK이노베이션,“’구조적 혁신’으로 글로벌 신성장 추진”",111000,110500,113500,108000,388321
"2015-05-29",NA,112500,111000,115500,111000,606091
"2015-06-01",NA,117500,116500,118500,115000,550645
"2015-06-02",NA,116000,116000,118500,113500,422819
"2015-06-03","SK이노베이션, 페루 가스수송 법인(TgP) 지분 전량 매각",118000,119000,120500,117500,478518
"2015-06-04",NA,117000,116000,117500,114000,367203
"2015-06-05",NA,113500,115500,115500,113000,275174
"2015-06-08",NA,116500,114500,118000,112500,327181
"2015-06-09",NA,121000,115500,121000,115500,526255
"2015-06-10",NA,124500,123500,126000,123000,836144
"2015-06-11",NA,122000,127500,128000,120000,834019
"2015-06-12",NA,122500,122500,124000,121000,277111
"2015-06-15",NA,122500,123000,126500,121500,418300
"2015-06-16",NA,121000,122500,123500,117000,409250
"2015-06-17",NA,124500,121500,125000,118000,463147
"2015-06-18",NA,127000,125000,128000,124500,652921
"2015-06-19",NA,126500,128500,129000,125500,516383
"2015-06-22",NA,123500,127000,128000,123000,319377
"2015-06-23",NA,128000,124500,128000,124000,320817
"2015-06-24",NA,126000,128500,130000,124500,278316
"2015-06-25",NA,127000,124500,128000,124000,261489
"2015-06-26",NA,127000,128000,129000,126500,236954
"2015-06-29",NA,120500,121500,124500,119500,527976
"2015-06-30","SK에너지, 신임 대표이사 사장에 김준 에너지전략본부장 선임",122000,119500,123000,118000,401679
"2015-07-01",NA,122500,122500,124000,120500,258660
"2015-07-02","SK에너지, 차별화한 주유소 사은품으로 인기몰이",120500,121500,122000,119500,428691
"2015-07-03",NA,119000,119500,121500,117500,341082
"2015-07-06","SK종합화학, 고성능 폴리에틸렌 시장 공략 본격화",111500,115000,116000,110500,965161
"2015-07-07",NA,113500,109500,113500,107000,813077
"2015-07-08",NA,108000,115000,115000,108000,517046
"2015-07-09",NA,109000,107000,110500,106000,493930
"2015-07-10",NA,109000,110500,111500,108000,406603
"2015-07-13",NA,109500,109500,109500,106000,390552
"2015-07-14",NA,107000,109500,110000,106500,462461
"2015-07-15",NA,109000,107000,110500,107000,457929
"2015-07-16",NA,107500,108000,108500,106500,323319
"2015-07-17",NA,111000,108500,112500,106500,473943
"2015-07-20",NA,109000,111500,112500,108000,292163
"2015-07-21",NA,107000,108000,110000,106000,430918
"2015-07-22",NA,108500,107500,112000,106500,646476
"2015-07-23","SK이노베이션, 2015년 2분기 매출 12조 9,983억원, 영업이익 9,879억원",101000,109000,110000,99800,1319478
"2015-07-24",NA,97700,100000,100500,97300,622377
"2015-07-27",NA,98300,96700,99900,95900,464513
"2015-07-28","SK이노베이션, 전기차 배터리 사업 ‘가속 페달’",99100,98100,99800,97600,322258
"2015-07-29",NA,98000,101500,102000,97300,362363
"2015-07-30","SK이노베이션, 취약계층 일자리 창출 위해 팔 걷어",100500,100500,101500,99600,336421
"2015-07-31",NA,99500,100000,101000,97600,432624
"2015-08-03",NA,93000,96900,96900,92500,636088
"2015-08-04",NA,94700,91000,95300,90800,450591
"2015-08-05",NA,96100,94200,96400,92900,299008
"2015-08-06",NA,95800,95800,96800,94700,273377
"2015-08-07",NA,96000,95500,97500,94600,204543
"2015-08-10",NA,92200,95400,95500,91400,377629
"2015-08-11",NA,92100,94300,95700,92000,550752
"2015-08-12",NA,92800,90500,93800,89800,577495
"2015-08-13",NA,98900,93400,100000,93300,766713
"2015-08-17","SK에너지, 이번엔 원유시추선 블록 장난감 쏜다",99100,100000,100000,98100,410885
"2015-08-18",NA,95100,98500,98500,94600,385603
"2015-08-19",NA,96800,95500,96900,94200,277092
"2015-08-20",NA,95000,95100,98400,94800,358572
"2015-08-21",NA,94600,94000,96100,93000,413973
"2015-08-24",NA,91000,94000,94300,89300,535457
"2015-08-25",NA,92400,90900,94600,88800,405686
"2015-08-26",NA,96000,93300,96600,91000,440451
"2015-08-27",NA,97000,97200,97700,94700,414758
"2015-08-28",NA,100500,104500,105000,100000,533077
"2015-08-31",NA,99900,100500,102000,99400,326152
"2015-09-01",NA,99700,102500,104000,99600,300593
"2015-09-02",NA,99700,95600,100500,95100,424858
"2015-09-03",NA,97200,100500,101000,96500,273752
"2015-09-04",NA,96200,97200,97900,95300,222149
"2015-09-07",NA,94500,96200,96200,93400,307819
"2015-09-08",NA,92800,93700,94000,91300,414851
"2015-09-09","국가대표 엔진오일 「ZIC」, 스무살 맞아 ‘New ZIC’로 새 출발",98800,94000,99400,94000,404157
"2015-09-10",NA,99600,96500,99600,96200,266290
"2015-09-11",NA,97500,100000,100000,97500,221480
"2015-09-14",NA,97700,97800,98100,95700,227254
"2015-09-15",NA,97900,97900,98300,96800,152160
"2015-09-16",NA,100500,98200,102000,98000,439413
"2015-09-17",NA,103000,103500,104000,100500,547162
"2015-09-18",NA,100000,102000,102500,99500,399648
"2015-09-21",NA,97200,98200,98800,97000,277131
"2015-09-22",NA,98200,98800,99100,97900,271695
"2015-09-23","SK루브리컨츠, 유럽 윤활기유 시장 공략 본격화",96700,96900,98600,96400,205880
"2015-09-24",NA,96300,96400,97200,94600,309600
"2015-09-25",NA,96000,96100,96700,95000,176573
"2015-09-27","SK에너지, 교육기부 우수기관 선정…에너지 교육 앞장 선 공로",NA,NA,NA,NA,NA
"2015-09-30",NA,98000,94600,98000,94200,262191
"2015-10-01",NA,101000,98300,103000,96500,590749
"2015-10-02",NA,102500,101000,104000,100000,376543
"2015-10-05",NA,108500,104500,110000,104000,854362
"2015-10-06",NA,112000,110500,113000,110500,623740
"2015-10-07","SK종합화학-사빅, 고성능 폴리에틸렌 세계시장 공략 본격화",114000,114000,115500,112000,550476
"2015-10-08",NA,114000,114000,116000,112000,328374
"2015-10-12",NA,114000,114500,115500,112500,356834
"2015-10-13","SK종합화학-우한시장 면담, “중한석화 잘 키워봅시다”",112500,111500,112500,110000,324043
"2015-10-14",NA,109000,111500,111500,108000,266724
"2015-10-15",NA,113500,108500,115000,108500,366161
"2015-10-16",NA,111500,113000,115000,110500,259595
"2015-10-19",NA,113000,112000,116000,111500,415018
"2015-10-20",NA,109500,112500,113500,109000,386392
"2015-10-21",NA,112000,109000,113000,109000,293796
"2015-10-22",NA,108500,110000,111500,107500,295245
"2015-10-23","SK이노베이션, 2015년 3분기 매출 12조 4,475억원, 영업이익 3,639억원",118000,110500,119000,110000,912964
"2015-10-26",NA,115000,119000,119500,113500,562737
"2015-10-27",NA,115000,114500,115500,113000,294834
"2015-10-28",NA,114500,114500,115500,111500,412483
"2015-10-29",NA,118000,116500,118500,115500,688642
"2015-10-30",NA,118500,117500,120000,116000,497680
"2015-11-02",NA,115000,117500,118500,114000,300119
"2015-11-03",NA,117500,116500,122000,111500,1174944
"2015-11-04",NA,121000,121000,122000,118500,417041
"2015-11-05",NA,121000,119000,121500,118000,237367
"2015-11-06",NA,118000,120500,120500,117500,180636
"2015-11-09",NA,116000,117000,118000,115000,203066
"2015-11-10",NA,116000,115000,117500,114000,197531
"2015-11-11","SK이노베이션 R&D 센터 30돌…”새 미래 먹거리 발굴 박차”",114000,115500,116000,111500,323920
"2015-11-12",NA,115500,113000,115500,112000,195427
"2015-11-13",NA,114000,112500,115500,110500,295254
"2015-11-16",NA,117000,113000,119000,112500,349430
"2015-11-17","SK이노베이션 정철길 사장, 직원들과 ‘마을개선’ 봉사활동 나서",121000,119500,121500,118000,332232
"2015-11-18",NA,120500,120000,121500,119500,240011
"2015-11-19",NA,125000,122000,125000,121000,378012
"2015-11-20",NA,124000,125000,126500,124000,215697
"2015-11-22","SK에너지, iOS용 ‘앤크린 앱(APP)’ 선 봬",NA,NA,NA,NA,NA
"2015-11-23",NA,125000,125500,126500,124500,156743
"2015-11-24",NA,130000,125000,130000,124000,413065
"2015-11-25",NA,130000,131000,133500,128000,371453
"2015-11-26",NA,130500,131000,133500,129500,213010
"2015-11-27",NA,132000,129000,134000,129000,285540
"2015-11-30","SK에너지-우리카드, 리터당 최대 400원 할인 “SK Oil 400 우리카드” 출시",127500,131000,131500,126500,476603
"2015-12-01",NA,129000,128500,134500,128000,399666
"2015-12-02",NA,127000,129000,130000,127000,242755
"2015-12-03",NA,128500,124500,129000,123500,244594
"2015-12-04",NA,129500,128500,129500,126500,209865
"2015-12-07",NA,129000,129500,132500,128000,225703
"2015-12-08",NA,127500,126500,129000,124500,251784
"2015-12-09",NA,126000,126000,128000,124500,189446
"2015-12-10",NA,124000,125500,128000,123000,320621
"2015-12-11",NA,127500,124500,128500,123500,299397
"2015-12-14",NA,122000,126500,127000,121500,344887
"2015-12-15",NA,122000,123500,124000,119500,302395
"2015-12-16","SK이노베이션, 조직개편·임원인사 시행…정철길 CEO 부회장 승진",133000,124000,133500,123000,643505
"2015-12-17",NA,135000,132000,136000,131000,558546
"2015-12-18",NA,131500,131500,134000,131500,240443
"2015-12-21",NA,133000,131000,135500,130500,271746
"2015-12-22",NA,134500,133500,136000,131500,332970
"2015-12-23",NA,136000,135500,138500,134500,329325
"2015-12-24",NA,135000,138500,138500,135000,221591
"2015-12-28",NA,131500,134500,136000,131000,197024
"2015-12-29",NA,133000,130000,133500,129000,224843
"2015-12-30",NA,130000,133000,134000,130000,210167
"2016-01-04",NA,126000,130500,131500,125000,302090
"2016-01-05",NA,127000,125000,132000,125000,401665
"2016-01-06",NA,126000,127500,128000,124500,282739
"2016-01-07","SK이노베이션 정철길 부회장, “이제는 실행이다”",123500,123000,123500,120500,536407
"2016-01-08",NA,130500,122000,131000,120500,386726
"2016-01-11",NA,126500,129000,130000,126500,232305
"2016-01-12",NA,132000,128000,134000,127000,401018
"2016-01-13",NA,134500,132500,135000,131000,300276
"2016-01-14",NA,134500,132000,135500,131500,226710
"2016-01-15",NA,132500,136500,137500,132500,221963
"2016-01-18",NA,133000,133000,135000,129000,229574
"2016-01-19",NA,130500,132500,135000,129000,268135
"2016-01-20",NA,127000,130000,131500,124500,346305
"2016-01-21",NA,132500,127500,134500,127500,390624
"2016-01-22",NA,137000,136000,137500,133500,261620
"2016-01-25",NA,136500,139500,141000,136500,300493
"2016-01-26",NA,138500,136500,138500,135500,344076
"2016-01-27",NA,131000,140500,140500,130000,568996
"2016-01-28",NA,130500,131000,133500,128000,494238
"2016-01-29",NA,131000,131500,133000,129000,407740
"2016-02-01",NA,134500,131500,135000,130000,359884
"2016-02-02",NA,133000,134000,136500,132000,305329
"2016-02-03","SK이노베이션, 2015년 매출 48조 3,599억원, 영업이익 1조 9,803억원",131500,131500,134500,128500,334272
"2016-02-04",NA,145000,136500,146000,136000,1094009
"2016-02-05","SK이노베이션, 중국 중심의 화학사업 성장전략 ‘박차’ ",142000,144000,146000,139000,446047
"2016-02-11",NA,132000,136500,137000,129500,672246
"2016-02-12",NA,129500,131000,133000,124500,592021
"2016-02-15",NA,130000,134500,135000,129500,500879
"2016-02-16",NA,137000,131500,137500,131000,466802
"2016-02-17","SK이노베이션, 벤츠 주력 전기차에 배터리 대규모 공급",138000,134500,139000,133500,349904
"2016-02-18",NA,141000,142000,143000,139500,412254
"2016-02-19",NA,144500,141000,144500,140000,340465
"2016-02-22",NA,143000,143500,144500,141500,229076
"2016-02-23",NA,148500,146000,149500,146000,498117
"2016-02-24","SK이노베이션, 사내이사 후보로 김창근 의장, 유정준 SK E&S 사장 추천  ",147500,148000,149000,145500,265249
"2016-02-25",NA,145500,147500,148500,144500,247054
"2016-02-26",NA,145000,147000,149500,144000,177482
"2016-02-29",NA,145000,146000,147500,144000,236458
"2016-03-02",NA,148500,149500,151000,146500,420900
"2016-03-03",NA,150500,148000,151000,148000,421129
"2016-03-04",NA,149500,151000,151500,147000,237190
"2016-03-07",NA,156500,150000,157500,150000,397408
"2016-03-08",NA,153500,159000,159500,152000,400586
"2016-03-09",NA,150500,152000,155000,149000,278587
"2016-03-10",NA,155500,153500,158500,153000,422511
"2016-03-11",NA,154500,156500,157500,154500,288257
"2016-03-14",NA,157000,156500,157500,155000,237048
"2016-03-15",NA,158000,156000,158000,154500,165873
"2016-03-16",NA,155500,158000,158500,154000,222567
"2016-03-17","SK이노베이션, 배터리 공장 추가 증설…전기차 연 4만대 용량 확보",162000,158500,164000,158500,482716
"2016-03-18","SK이노베이션, 제 9차 정기 주주총회 개최",160000,164500,164500,159500,416513
"2016-03-21",NA,163000,161500,163500,160500,229590
"2016-03-22",NA,163000,164000,164500,161500,182382
"2016-03-23",NA,160500,163500,163500,160000,182620
"2016-03-24",NA,160500,159000,162000,158000,198477
"2016-03-25",NA,161500,161500,163000,160500,170762
"2016-03-28",NA,162000,162500,162500,161000,139541
"2016-03-29",NA,166000,162000,166500,161500,417528
"2016-03-30",NA,170000,166500,170500,166500,322679
"2016-03-31",NA,172000,171000,172000,168500,360218
"2016-04-01",NA,168500,170500,171000,164000,360005
"2016-04-04",NA,163000,166000,166500,161500,327402
"2016-04-05",NA,166500,160000,167500,160000,241154
"2016-04-06",NA,169000,166500,170000,164500,226404
"2016-04-07",NA,170500,173000,173000,169000,196337
"2016-04-08",NA,171000,168000,171000,166500,163810
"2016-04-11",NA,170000,172500,173000,169000,138483
"2016-04-12",NA,171500,170500,171500,168000,144519
"2016-04-14",NA,178000,174500,178000,172500,380410
"2016-04-15","SK루브리컨츠, CJ대한통운과 손잡고 스톡카 레이스 후원 나서",166000,177500,177500,165500,597602
"2016-04-18",NA,166000,161500,166500,160000,458426
"2016-04-19",NA,163500,167500,167500,163000,274878
"2016-04-20","정철길 부회장, “선제적이고 과감한 사업구조 혁신으로 미래 선점할 것”",160000,165500,168000,160000,324951
"2016-04-21",NA,162500,163500,164500,158500,343418
"2016-04-22","SK이노베이션, 2016년 1분기 매출 9조 4,582억원, 영업이익 8,448억원",159000,161000,163000,157500,373003
"2016-04-25",NA,163500,160500,166000,160500,373171
"2016-04-26",NA,158500,163000,164000,156000,369087
"2016-04-27","SK종합화학, ‘차이나플라스’ 통해 현지 고객에 성큼",157500,158500,160000,157000,238707
"2016-04-28","SK이노베이션, 전기차 배터리 핵심소재 세계1위 도전",157000,158500,159500,156500,317644
"2016-04-29",NA,155000,157000,158000,153000,379764
