"dates","titles","end_price","start_price","high_price","low_price","amount"
"2018-01-03","SK이노베이션의 딥 체인지 2.0, ‘무술년(戊戌年) 시작부터 뜨겁게’",202500,203500,206500,201500,199137
"2018-01-04",NA,198500,204000,204000,197000,307437
"2018-01-05",NA,201500,199000,202000,197000,209744
"2018-01-08","“2018 평창 동계올림픽에 모두의 응원을 더해주세요!”",197500,202000,202000,196500,346259
"2018-01-09",NA,196000,198000,199000,195000,283686
"2018-01-10",NA,203000,197500,203000,197000,380041
"2018-01-11",NA,200500,203500,204000,199500,320667
"2018-01-12",NA,201000,203000,203000,200000,187696
"2018-01-15",NA,198500,201000,201500,197500,161196
"2018-01-16",NA,197500,199000,199500,195500,192448
"2018-01-17",NA,198000,197000,198000,195500,167718
"2018-01-18",NA,192500,197000,198500,191500,315582
"2018-01-19",NA,194500,192500,195000,191500,164957
"2018-01-22",NA,195000,195000,196500,193000,166489
"2018-01-23",NA,199000,196000,199000,194500,245692
"2018-01-24",NA,199500,198500,199500,197500,150757
"2018-01-25",NA,200000,199000,201500,198000,238334
"2018-01-26",NA,198000,199000,200000,197000,157345
"2018-01-29",NA,210000,198500,210500,198000,633031
"2018-01-30",NA,210000,209500,214000,209000,442577
"2018-01-31","[SK이노베이션 2017년 실적발표] 非정유 영업이익 사상최초로 2조 돌파…딥체인지 성과 가시화",204500,209000,209000,202500,330454
"2018-02-01","SK이노베이션, 평창 응원캠페인 열기 모아 패럴림픽에 기부",205500,203000,210000,203000,332244
"2018-02-02",NA,200000,206000,206500,199000,242778
"2018-02-05","SK이노베이션 구성원 급여 1% 모아 협력사 직원들과 나눠",198500,198500,204000,196500,295795
"2018-02-06",NA,193000,195000,196000,190500,339109
"2018-02-07",NA,190500,194500,196000,190500,287520
"2018-02-08",NA,189000,190000,193000,187000,340966
"2018-02-09",NA,185000,185000,187000,182000,230767
"2018-02-12",NA,185500,186000,187000,181000,146429
"2018-02-13",NA,190000,186000,191000,185000,240800
"2018-02-14",NA,190500,190500,191000,188500,182934
"2018-02-19","SK이노베이션 신입사원, 자원봉사활동으로 사회적 가치 창출 앞장",196500,194000,198000,192500,202662
"2018-02-20",NA,194500,196500,197500,193500,97865
"2018-02-21","SK이노베이션, 남중국해에서 원유 탐사 성공",195500,194000,197500,193000,159349
"2018-02-22",NA,193000,196000,196500,192500,263831
"2018-02-23",NA,199500,195000,199500,194000,257018
"2018-02-26",NA,209000,202000,209500,201000,500147
"2018-02-27",NA,207000,210000,211000,207000,237529
"2018-02-28",NA,205500,204000,210500,204000,288842
"2018-03-02",NA,207500,201500,209500,201500,273479
"2018-03-05",NA,208500,208000,213000,207500,224667
"2018-03-06","“평창동계올림픽 열기 모아 장애체육인 국가대표 지원한다”",204500,211000,211500,204000,243364
"2018-03-07",NA,203500,203500,205500,199500,220301
"2018-03-08",NA,202500,201500,203000,198000,324654
"2018-03-09","“유럽시장 전진기지인 헝가리 생산공장 기공식 열어”",204500,202500,205000,200000,149037
"2018-03-12",NA,214500,208500,215000,208500,377770
"2018-03-13",NA,208500,212000,214000,208000,257979
"2018-03-14",NA,210000,208000,214000,207500,225067
"2018-03-15","“물가 연동 임금인상 노사 약속 따라 올해 임금인상 결정”",210000,210000,212000,207500,126008
"2018-03-16",NA,208500,211500,212500,207000,236312
"2018-03-19",NA,211000,208500,212000,208000,144155
"2018-03-20","“전자투표제로 주총 참가주식 늘었다”…주주 친화 성과 가시화",211500,209000,211500,208500,150867
"2018-03-21","‘SK엔크린’과 ‘SK지크’, 20년 연속 브랜드파워 1위",212000,209500,212000,205000,217243
"2018-03-21","SK이노베이션, 美 셰일업체 인수로 북미 석유개발 영토 넓힌다",212000,209500,212000,205000,217243
"2018-03-22","SK이노베이션, 구글 어스로 ‘지구 반 바퀴 여행 떠나요’",213500,213500,217000,212000,201045
"2018-03-22","SK이노베이션, 구직자 위한 채용안내 동영상 제작",213500,213500,217000,212000,201045
"2018-03-23",NA,209500,210000,211500,207500,171277
"2018-03-26","SK이노베이션, 아름다운 상생 또 빛났다",212000,209500,212000,206000,148755
"2018-03-27","공유 인프라 만난 SK주유소, 「O2O 서비스 플랫폼」으로 딥체인지 된다",209500,213500,213500,208500,149863
"2018-03-28",NA,207000,208000,209500,204500,146119
"2018-03-29",NA,210000,206000,211500,206000,195444
"2018-03-30","SK이노베이션 기업PR 캠페인 ´혁신의 큰 그림´은 전국 여행 中",211000,212000,213500,210000,157717
"2018-04-02",NA,214000,213000,219000,212500,202049
"2018-04-03","“SK루브리컨츠, 기업공개 위한 본격 궤도 오른다”",211000,210000,211500,208000,176710
"2018-04-04",NA,210000,212500,217500,208000,222878
"2018-04-05",NA,213500,209000,213500,209000,151894
"2018-04-06",NA,212500,212500,214000,210000,123994
"2018-04-09",NA,207500,211000,211500,205500,259914
"2018-04-10","전주비빔빵, 익산시에 직영점 ‘농부의 빵’ 오픈하며 사회적 가치 창출 확대",203000,205500,206500,200000,268336
"2018-04-10","SK이노베이션 기업PR 캠페인, B2B 한계넘는 혁신성 주목",203000,205500,206500,200000,268336
"2018-04-11",NA,202000,203000,204500,200500,192490
"2018-04-12",NA,204500,203000,206000,201000,242750
"2018-04-13","“SK이노베이션, 지자체 사회적가치 창출 모델 만들겠다”",201000,204000,204500,201000,139145
"2018-04-16",NA,202500,203500,206000,201000,148749
"2018-04-17",NA,198500,201500,202500,198000,209435
"2018-04-18","SK에너지, 화물차휴게소사업 베트남으로 해외 첫 진출",199000,200500,200500,197500,236771
"2018-04-19",NA,198000,198000,199500,197500,158480
"2018-04-20",NA,199000,198000,199000,197500,98737
"2018-04-23",NA,201000,199000,201000,197500,152220
"2018-04-24",NA,199500,201500,201500,199000,201794
"2018-04-25","SK이노베이션 노사 1% 행복나눔기금 “소아암 어린이 치료 지원한다”",193500,198500,199000,187500,436271
"2018-04-26","SK종합화학 김형건 사장, ´차이나플라스´ 현장 서 고객 맞이",194500,193500,195500,191500,310688
"2018-04-27",NA,192000,193000,195500,191000,260064
"2018-04-29","가정의 달, SK주유소 방문하셔서 어린이날 선물 ‘원유시추기 블록’ 받아 가세요",NA,NA,NA,NA,NA
"2018-04-30","SK이노베이션, 주주가치 제고 위한 자사주 매입 결정",196500,190500,197000,190500,217971
"2018-05-01","“SK이노베이션, 일상 속 이노베이션 아이디어 공모한다”",NA,NA,NA,NA,NA
"2018-05-02",NA,208500,206500,209000,202500,624815
"2018-05-03",NA,206500,208500,209500,205500,464808
"2018-05-04",NA,197500,205000,205500,197500,390566
"2018-05-06","SK루브리컨츠, 오토바이용 엔진오일 제품 설명회 개최",NA,NA,NA,NA,NA
"2018-05-07","‘컨티뉴’백팩, 홈쇼핑 착한 상품 첫 판매에 큰 인기",NA,NA,NA,NA,NA
"2018-05-08",NA,200000,198500,201000,197000,313182
"2018-05-09",NA,202000,198500,202500,197500,216564
"2018-05-10",NA,203000,202000,203000,199000,282867
"2018-05-11",NA,205000,202500,205000,201500,191040
"2018-05-14",NA,205000,204500,205500,202500,226540
"2018-05-15","‘업황 부진에도, 딥체인지로 전 분기 대비 15.8% 감소에 그쳤다’",204000,203000,205000,201500,311057
"2018-05-16","구성원 십시일반 ‘기본급 1% 행복나눔기금’ 사회와 행복을 나눈다",202000,204500,204500,201000,313458
"2018-05-17","SK루브리컨츠, 엔진보호 새 규격 충족한 고성능 엔진오일 개발<U+2219>출시",204000,201500,205500,201000,251340
"2018-05-18",NA,206000,202500,206500,202500,220453
"2018-05-21",NA,207000,206500,208500,204500,168464
"2018-05-23",NA,205000,204500,207500,204500,251734
"2018-05-24","“첫 사업으로 베트남 맹그로브숲 복원… 글로벌 사회공헌 시작한다”",204000,205000,205000,203000,159829
"2018-05-25",NA,202000,204000,205000,201500,181639
"2018-05-28",NA,203500,201000,204500,200000,156980
"2018-05-29",NA,204500,202500,205500,200500,142268
"2018-05-30","SK이노베이션, 남녀고용평등 인정받아 ‘대통령 표창’ 수상",199000,202500,203500,198500,343842
"2018-05-31",NA,206000,202000,207500,202000,495605
"2018-06-01",NA,203500,205000,206500,202500,170722
"2018-06-04",NA,207500,204500,207500,204000,170486
"2018-06-05",NA,206000,206000,207500,205500,168517
"2018-06-07",NA,208000,205500,208500,204500,243020
"2018-06-08","美 휴스턴 라이스대학교(Rice University) 학생들이 전해온 ‘특별한 감사’",210000,208000,210500,208000,176589
"2018-06-11",NA,214500,209500,215000,206500,276245
"2018-06-12",NA,215000,214500,216500,212500,233371
"2018-06-14",NA,213000,213000,215500,212500,315390
"2018-06-15",NA,214500,213500,216000,212500,267406
"2018-06-18","SK루브리컨츠, ‘SK지크 레이싱 페스티벌’에 발달장애인 가정 초청 행사 열어",213500,217000,217500,213000,265418
"2018-06-19",NA,205000,210500,213500,205000,386293
"2018-06-20","SK에너지와 GS칼텍스, 주유소 네트워크의 새로운 역할을 제시하다",204500,203500,208000,203500,281643
"2018-06-21",NA,204000,203500,208000,203500,192458
"2018-06-22",NA,202000,202500,205000,202000,223984
"2018-06-24","제2회 전국 발달장애인 음악축제 ‘그레이트 뮤직 페스티벌’ 참가자 모집",NA,NA,NA,NA,NA
"2018-06-25",NA,206000,204500,206500,201500,162979
"2018-06-26",NA,207000,206000,208500,205000,174569
"2018-06-27",NA,202500,205500,206500,202500,283036
"2018-06-28",NA,201500,200500,203000,198500,214781
"2018-06-29",NA,202000,201500,202500,197500,246049
"2018-07-02",NA,188000,201000,201500,187500,613068
"2018-07-03","SK이노베이션, ‘OA장비 기증’ 통해 사회적기업 지원한다",184500,188500,190000,182500,540931
"2018-07-04",NA,186500,182500,188500,182500,222831
"2018-07-05",NA,189500,186500,190000,186500,296633
"2018-07-06",NA,193000,190000,194000,189000,286182
"2018-07-09",NA,193500,192000,194000,190000,174824
"2018-07-10",NA,192000,192000,193000,191000,243014
"2018-07-11",NA,190500,191000,192000,189500,244531
"2018-07-12",NA,190500,191500,192000,188000,359739
"2018-07-13",NA,192000,189500,193000,188500,263485
"2018-07-16",NA,198500,191500,200000,191500,274775
"2018-07-17","SK이노베이션의 행복나눔 프로젝트, “지구의 에너지를 돌려주세요”",193000,195500,197000,192500,188073
"2018-07-18","“우정사업본부, 공유인프라 사회적 가치 위해 SK에너지와 손잡는다”",191500,193000,195500,191000,134327
"2018-07-19",NA,194500,191500,196500,191000,152859
"2018-07-20","SK이노베이션, 맹그로브 나무 기부 캠페인 ´1만 그루´ 조기 달성",193500,193500,194500,189500,140646
"2018-07-23",NA,196500,194000,198500,193500,158356
"2018-07-24",NA,194500,196500,196500,194500,81577
"2018-07-25",NA,195500,195000,197000,193000,100689
"2018-07-26","SK이노베이션, 발달장애인 직무역량 향상 통해 사회적 가치 창출한다",202000,197000,203000,197000,237926
"2018-07-27","‘딥체인지2.0 성과로 2분기 영업이익 전년 동기 대비 103% 증가한 8,516억원 달성’",198500,204500,205000,198000,110889
"2018-07-30",NA,204000,197500,206500,197500,291230
"2018-07-31",NA,198500,203500,204000,196500,204133
"2018-08-01",NA,196500,198500,200000,196000,131848
"2018-08-02",NA,191000,196000,197000,191000,181123
"2018-08-03",NA,189000,189500,190500,188000,400119
"2018-08-06",NA,190500,190000,191500,189000,210010
"2018-08-07","SK에너지, 친환경 ‘프리미엄 아스팔트’ 개발해 사회적 가치 창출",189500,188000,191000,187500,308894
"2018-08-07","SK이노베이션, 2년 연속 중간배당 “딥체인지 성과, 주주들과 함께 나눈다”",189500,188000,191000,187500,308894
"2018-08-08","대기업과 스타트업의 만남… C2C 택배 서비스 ‘홈픽’ 시작부터 인기",188500,190000,190500,187000,234946
"2018-08-09",NA,189500,188500,189500,186000,241354
"2018-08-10",NA,192000,190000,193500,189000,226343
"2018-08-13","사회적 가치 창출 성과로 러브 콜 쏟아지는 ‘모어댄’… JDC면세점 입점",192500,192000,194000,191500,185716
"2018-08-14",NA,199000,193000,200000,192500,303268
"2018-08-15","VR 아트 드로잉으로 그려내는 ´이노베이션의 큰 그림´",NA,NA,NA,NA,NA
"2018-08-16",NA,199000,195000,200000,194500,169704
"2018-08-17",NA,201000,197500,203000,196500,159058
"2018-08-20","SK ZIC, 세계 축구 명문 FC 바르셀로나와 손 잡는다",200000,203000,205000,199500,130682
"2018-08-21",NA,197500,197500,200000,195500,204715
"2018-08-22",NA,194000,197500,197500,192500,178910
"2018-08-23",NA,195500,194500,195500,193000,115003
"2018-08-24",NA,197500,195500,198500,195500,122310
"2018-08-27","중한석화, 생태환경보호 통해 사회적 가치 창출 앞장선다",197000,198500,199000,196000,67234
"2018-08-28","SK이노베이션, 독거노인 생활관리사 위한 ‘마음행복 힐링캠프’ 개최",195500,197000,197000,194000,176296
"2018-08-29","SK종합화학, 자동차 경량화 소재로 ""사회적 가치 창출 나선다""",195000,195000,196000,194500,87451
"2018-08-30",NA,192000,195500,196500,191500,140379
"2018-08-31",NA,193000,192000,193000,191000,138491
"2018-09-03","“SK이노베이션, 친환경 저유황중유 ‘海上 블렌딩 사업’ 크게 키운다”",194500,192500,195000,192000,114208
"2018-09-03","추석 선물은 ‘홈픽(Homepick)’으로… ‘홈픽’ 전국 서비스 개시",194500,192500,195000,192000,114208
"2018-09-04","“SK이노베이션, 서울대학교에 그린 에너지 연구장비 기증”",193000,194000,194500,192000,118663
"2018-09-05",NA,191500,193000,193500,191000,123457
"2018-09-06",NA,191000,191500,193500,191000,121498
"2018-09-07","베트남 ‘맹그로브숲 복원사업’ 확대로 지구온난화 적극 대응한다",192500,192000,192500,190000,97528
"2018-09-10","전기차 배터리 성장률 업계 최고 SK이노베이션, 업계 ´선두권 진입은 시간문제’",199500,192500,201000,192500,407122
"2018-09-10","SK종합화학, 협력사와 제품 개발 통해 ""사회적 가치<U+2219>동반성장 한번에""",199500,192500,201000,192500,407122
"2018-09-11",NA,202500,199500,204000,198000,280633
"2018-09-12",NA,201500,200500,203000,200500,177501
"2018-09-13","SK이노베이션, 사회적가치 창출 노력 인정받아 ‘DJSI 월드기업’ 2년연속 선정",201500,203500,204000,198500,206792
"2018-09-14",NA,203500,201500,203500,200000,137555
"2018-09-16","“SK지크 레이싱 페스티벌, 발달장애 아동도 함께 즐겨요”",NA,NA,NA,NA,NA
"2018-09-17",NA,201000,202000,203000,199000,139151
"2018-09-18",NA,202500,199000,203000,198000,159684
"2018-09-19",NA,201500,201000,203000,200000,104786
"2018-09-20","“SK종합화학, 명절 앞두고 소외 이웃과 따뜻한 정 나눠”",198500,200000,201000,197500,168042
"2018-09-20","SK이노베이션 김준 사장, ‘국제 환경규제 기업가치 확대 기회로’ 일방혁 강조",198500,200000,201000,197500,168042
"2018-09-21",NA,200500,200500,202000,197500,400260
"2018-09-26","SK종합화학, 친환경 플라스틱 생태계 조성에 속도",NA,NA,NA,NA,NA
"2018-09-27",NA,208500,199500,211500,199000,386337
"2018-09-28",NA,215000,211500,219500,208500,446684
"2018-10-01",NA,223000,220000,226000,219000,456996
"2018-10-02",NA,225500,222500,227000,221500,257255
"2018-10-04",NA,223000,226000,226500,219500,248804
"2018-10-05",NA,224000,221000,226000,218500,195271
"2018-10-06","SK이노베이션, 전기차 배터리 핵심소재 분리막 생산공장 중국에 건설키로",NA,NA,NA,NA,NA
"2018-10-08","SK이노베이션 VR아트 활용 기업PR캠페인, 글로벌 눈길도 사로잡아",217500,223500,224500,214000,334287
"2018-10-09","페이스북에 ‘홈픽’ 이용 후기 남기고 커피 음료 이용권 받아가세요",NA,NA,NA,NA,NA
"2018-10-10",NA,216000,217500,218500,213000,176463
"2018-10-11","“청와대 초청받은 공연팀 배출한 발달장애인 음악축제 열린다”",206000,210000,213500,205500,280235
"2018-10-12",NA,211500,206000,214000,205000,235982
"2018-10-15",NA,215000,211500,216000,206500,212431
"2018-10-16",NA,213500,217000,217500,209500,253557
"2018-10-17","SK이노베이션, 경제적<U+2219>사회적 가치 동시 추구로 지속 가능성 인정 받았다",219000,216000,223000,212500,190066
"2018-10-18",NA,220000,216500,221000,215000,188730
"2018-10-19",NA,212500,218000,219000,203000,404446
"2018-10-21","대양석유, 기부<U+2219>할인<U+2219>후원하는 일석삼조(一石三鳥) 사회적 가치 창출",NA,NA,NA,NA,NA
"2018-10-22",NA,214000,211000,215500,206500,185809
"2018-10-23",NA,207000,211000,214500,206000,155140
"2018-10-24","다양한 ‘홈픽’ 이용 후기 줄이어… 웹툰으로도 제작해 소비자와 소통",207000,208000,211500,202000,264189
"2018-10-25",NA,210000,202500,210000,202000,215184
"2018-10-26","SK이노베이션 후원, 제 2회 전국 발달장애인 음악 축제 ＂성황리 개최＂",205000,209000,214000,203000,232360
"2018-10-28","한중 최대 합작기업 중한석화, 환경 달리기로 ＂지역사회 의식 개선 나서＂",NA,NA,NA,NA,NA
"2018-10-29",NA,206500,207000,212000,204000,197707
"2018-10-30","SK이노베이션, 기업PR 캠페인 5천만 돌파에 기부금 전달한다",208000,208000,210000,206000,196470
"2018-10-31",NA,213500,207000,215000,205500,219272
"2018-11-01","친환경 사업 공유인프라로 에너지<U+2219>석유화학 공장서 사회적 가치 창출",202500,211500,211500,202500,308901
"2018-11-02","“3분기 8,359억 영업이익낸 SK이노베이션의 딥체인지…올해도 3조원 달성 청신호”",207000,203000,208000,201500,280532
"2018-11-05",NA,205000,205000,207500,202000,189088
"2018-11-06","SK종합화학, 고객사 초청해 친환경<U+2219>사회적가치 아카데미 개최",205500,206500,206500,202000,162903
"2018-11-07","SK루브리컨츠, 말레이시아 국민자동차 기업 프로톤社에 윤활유 공급",204000,204500,206000,202000,263365
"2018-11-08","SK이노베이션 노사, 함께 환경분야 사회적가치 창출에 앞장선다",203500,207000,207000,203500,221070
"2018-11-09",NA,200000,202500,204500,198000,270628
"2018-11-11","‘홈픽’, 한진택배와 제휴로 서비스 질 향상<U+2219>주유소 공유 인프라 확장 이룬다",NA,NA,NA,NA,NA
"2018-11-12","SK이노베이션, 딥체인지2.0 기업가치 직접 전달하겠다",198000,196000,199000,193500,208024
"2018-11-13","SK이노, 지역 중소기업에 안전<U+2219>환경 노하우 전수…상생경영<U+2219>사회적가치 창출 앞장",200000,196500,201000,191500,228875
"2018-11-14","SK이노베이션, 폭스바겐과 전기차 배터리 수주 계약 체결",193500,196500,196500,191000,282774
"2018-11-15",NA,196000,193500,196500,190500,226443
"2018-11-16",NA,197000,197000,197500,194000,140824
"2018-11-19",NA,203000,198000,204000,197500,239432
"2018-11-20",NA,204500,204000,206500,200500,181207
"2018-11-21",NA,203500,199000,203500,198000,171710
"2018-11-22",NA,205500,205000,207500,204000,110847
"2018-11-23","SK이노베이션, 맹그로브 숲 복원 위한 글로벌 사회적기업 베트남에 설립",200500,204000,205500,198500,123024
"2018-11-25","SK 주력3사, CES서 모빌리티 ‘완전체’ 기술 선보인다",NA,NA,NA,NA,NA
"2018-11-26",NA,197000,199000,199500,193000,257664
"2018-11-27","SK이노베이션, 美 조지아에 배터리 공장... 유럽, 중국 이어 북미 경쟁력 높여",197000,198000,198500,195000,225860
"2018-11-27","‘착한 기업’ SK이노베이션, 장애인에게 좋은 일자리 창출 위해 직접 나선다",197000,198000,198500,195000,225860
"2018-11-27","‘홈픽’ 일최대 주문량 1만건 돌파하며 급속한 성장세…고객과 소통도 강화한다",197000,198000,198500,195000,225860
"2018-11-28","SK이노베이션, ‘제6회 대한민국 사랑받는기업’ 대통령 표창 수상",196000,197000,197500,194000,278909
"2018-11-28","SK종합화학, 협력사 동반성장 위해 “채용박람회 개최”",196000,197000,197500,194000,278909
"2018-11-29",NA,196500,197000,198500,195500,219852
"2018-11-30",NA,196500,197000,198000,196000,304026
"2018-12-02","뉴욕무대 나가는 GMF출신 발달장애인 음악스타",NA,NA,NA,NA,NA
"2018-12-03",NA,203500,198500,204500,198000,255320
"2018-12-04",NA,199000,203500,203500,198000,272243
"2018-12-05",NA,199000,197500,201000,195000,176067
"2018-12-06","“과감한 성장과 불확실성 해소 두 마리 토끼 잡겠다”",191500,196500,198000,190000,343216
"2018-12-07","SK종합화학, 사회적 가치 창출 위한 ´심포지움´ 개최",187500,192000,193000,186500,278842
"2018-12-10","주유소 기반 스마트 보관함 서비스 ‘큐부’ 런칭…주유소 물류 허브화 탄력",184000,188000,188000,183000,244315
"2018-12-11","‘아.그.위.그. 챌린지’ 참여하고 지구 환경 살려요",181500,182500,183500,181000,282455
"2018-12-12",NA,184500,183000,186000,182500,281014
"2018-12-13",NA,182500,184500,186000,182000,536264
"2018-12-14","SK이노베이션, 독거노인‘孝문화’실천으로 대전광역시장 표창 수상",184500,185000,188000,182500,273755
"2018-12-17",NA,182500,184500,186000,182000,160181
"2018-12-18",NA,177500,180000,181000,176500,307902
"2018-12-19",NA,178500,173500,180000,172000,316339
"2018-12-20",NA,180000,178500,180000,176000,200293
"2018-12-21",NA,182500,179500,182500,178500,281243
"2018-12-24",NA,181000,182500,183000,179000,152501
"2018-12-26",NA,182000,178000,183500,177000,244579
"2018-12-27",NA,179000,182000,182500,178000,243024
"2018-12-28",NA,179500,177500,180500,176500,142183
"2018-12-31","SK이노베이션, ´CES 2019´서 미래 디스플레이 기술 선보인다",NA,NA,NA,NA,NA
"2019-01-01","SK 주요 관계사, CES서 글로벌 신사업 기회 모색",NA,NA,NA,NA,NA
"2019-01-02","SK이노베이션 경영진, 새해 첫날 현장 찾아 구성원들과 비즈니스모델 혁신 의지 다져",169000,180000,180500,167500,475975
"2019-01-03",NA,166500,169500,170500,166000,278010
"2019-01-04",NA,169000,167000,173000,166000,307572
"2019-01-07","“기해년 시작과 함께 국내에서 해외로 비즈니스 모델 혁신 대장정 올라”",174000,171500,181500,171500,415644
"2019-01-08",NA,177000,177500,181500,176000,253154
"2019-01-09","SK이노베이션 김준 총괄사장, CES 2019서 광폭 행보…배터리<U+2219>소재사업 힘 싣는다",180000,177000,182000,177000,220399
"2019-01-10","“’BM 혁신 가속화’로 SK이노베이션을 ‘Innovation(혁신)’하자!”",181500,182500,185000,180500,228779
"2019-01-11",NA,179500,181500,182000,178000,155004
"2019-01-14",NA,178000,178000,181000,176000,154743
"2019-01-15",NA,180000,178000,181000,176000,163204
"2019-01-16",NA,178500,179500,181500,178000,152883
"2019-01-17","SK지크 윤활유와 지이크 남성복, 업계 장벽 넘어 이색 콜라보레이션",182500,179000,184000,179000,233630
"2019-01-18",NA,183500,183500,186000,183000,164845
"2019-01-21",NA,181500,186000,186000,180500,215427
"2019-01-22",NA,181500,182500,184000,181000,144211
"2019-01-23",NA,180500,181500,181500,177500,152839
"2019-01-24","SK이노베이션 ‘노사합의 1% 행복나눔 기금’ 시작 27개월에 106억 조성",179500,178000,181500,178000,182531
"2019-01-25",NA,185500,178000,186000,178000,280252
"2019-01-28","SK이노베이션,‘1%행복나눔기금’절반 협력사 상생기금 전달",181000,184500,185500,180500,264395
"2019-01-29",NA,185500,179500,186000,179000,272564
"2019-01-30",NA,185500,186000,186000,183500,216415
"2019-01-31","4분기 부진 만회한 딥체인지…,非정유 내실로 업계 차별적 실적 달성",188500,188000,190000,185500,317210
"2019-02-01",NA,186000,188500,193000,185500,270225
"2019-02-07",NA,185500,185500,189000,185500,165587
"2019-02-08",NA,183500,185500,188000,182000,201255
"2019-02-11",NA,185500,185000,185500,183000,131964
"2019-02-12",NA,183500,184500,185000,181500,276980
"2019-02-13",NA,184000,184000,185500,183000,157610
"2019-02-14",NA,183500,183500,183500,180000,215344
"2019-02-15",NA,182000,182500,184000,181500,153251
"2019-02-18",NA,186500,184500,189500,184000,335660
"2019-02-19","SK이노베이션, 차세대 배터리 핵심 소재 개발 협력 나서",188000,188500,190500,188000,172750
"2019-02-20",NA,192000,188500,192500,186000,274239
"2019-02-21","SK에너지, 친환경 아스팔트<U+2219>도로 산업 생태계 구축으로 사회적 가치 창출",188000,190500,191500,187000,205103
"2019-02-22",NA,184000,188500,188500,183500,233086
"2019-02-25",NA,184000,184500,185500,182500,160310
"2019-02-26","‘1% 행복나눔’ 후원 받은 발달장애인 바리스타, SK 구성원들에게 커피나눔",181000,183000,183500,180000,328592
"2019-02-27","‘배터리 사업은 유럽에 2차 투자, 소재사업은 분사해서 키운다’",188000,182000,188000,181000,317598
"2019-02-28",NA,188000,189500,191000,187000,429512
"2019-03-04",NA,183500,188500,190500,183500,300295
"2019-03-05","중재까지 갔던 임금협상, 상견례와 동시에 잠정합의…, 新 노사문화 정착됐다",188000,186000,188500,185500,236346
"2019-03-06",NA,192000,189000,192000,187000,250363
"2019-03-07",NA,190000,192500,192500,189000,171274
"2019-03-08",NA,192000,188500,193500,186500,242937
"2019-03-11",NA,188500,193000,193000,188000,204415
"2019-03-12",NA,190000,189500,191000,188500,135458
"2019-03-13",NA,186000,187500,190000,185000,267369
"2019-03-14",NA,190000,187000,191500,186500,326938
"2019-03-15",NA,192500,190000,194000,190000,366565
"2019-03-17","FC서울-제주유나이티드, ‘홈픽’ 마케팅 위해 ‘홈픽 더비’로 맞붙다",NA,NA,NA,NA,NA
"2019-03-18",NA,193000,194000,195000,192000,103794
"2019-03-19","SK이노베이션 PR캠페인 ´생각 뒤집는 것이 이노베이션´",195000,194000,195500,192000,128959
"2019-03-20","“美 전기차 배터리 시장 전진기지, 조지아주 배터리공장 기공식 열어”",195500,194500,196000,192000,116848
"2019-03-21","‘SK엔크린’과 ‘SK지크’, 고객 중심 경영으로 21년 연속 브랜드파워 1위",195000,197000,198000,192000,205354
"2019-03-21","SK이노베이션, 소재사업 분사 확정 <U+2219><U+2219><U+2219> 기업·주주가치 제고 나섰다",195000,197000,198000,192000,205354
"2019-03-22","SK트레이딩인터내셔널, 해운-조선업계와 IMO2020 선제적 대응나서",195500,193000,196000,192000,145715
"2019-03-25",NA,191000,191000,194000,189500,170384
"2019-03-26",NA,187500,191000,192500,186500,224850
"2019-03-27","SK이노베이션, 소재사업 분사 이어 투자 확대로 세계시장 공략",188000,188000,189000,186500,150793
"2019-03-28","SK이노베이션, 베트남 PVEP와 함께 맹그로브 숲 복원 자원봉사 나서",186500,187500,188000,184500,189179
"2019-03-29","SK에너지, 미세먼지 줄이기 위해 노후 유조차 교체 지원 확대",179500,182500,183000,177000,583474
"2019-04-01",NA,181500,180500,182500,180000,165090
"2019-04-02","SK아이이테크놀로지 출범, ‘글로벌 소재 솔루션 기업’으로 도약",182500,182500,183500,181000,128630
"2019-04-03",NA,184000,181000,184000,181000,209752
"2019-04-04",NA,183500,184000,184500,182000,181600
"2019-04-05",NA,185000,183500,185500,182500,127344
"2019-04-08",NA,185500,186000,187000,183500,157031
"2019-04-09",NA,185500,187000,187500,185000,138952
"2019-04-10",NA,184000,185500,186000,182000,188606
"2019-04-11",NA,185500,184000,187500,184000,230381
"2019-04-12",NA,185000,186000,186000,183500,160121
"2019-04-15","SK이노베이션 기업PR 캠페인, 글로벌 ‘인기몰이’",193500,187500,194500,186500,487399
"2019-04-16","SK이노베이션, 중국 전기차 시장서 배터리 사업 경쟁력 보여준다",192000,192000,193500,190000,271920
"2019-04-17","“VRDS 투자는 ‘환경SV-일자리-기업가치-성장’ 이끄는 블루오션 시프트”",192000,191500,193000,189000,203656
"2019-04-18",NA,190500,193000,194000,189500,200775
"2019-04-19",NA,191000,191500,192000,187500,239782
"2019-04-21","“배터리 사업이 SK이노베이션을‘새로운 에너지 메이저 기업’만들 것”",NA,NA,NA,NA,NA
"2019-04-22",NA,190000,189500,191000,188000,134677
"2019-04-23",NA,193500,191000,195500,191000,231196
"2019-04-24",NA,193500,194000,195500,191500,277374
"2019-04-25","딥체인지로 업황 부진 속 흑자 전환…2분기부터 개선될 것",188500,193000,193000,188500,236421
"2019-04-26",NA,186500,189000,189500,185000,198907
"2019-04-29","中 우한 정유설비 인수, 煉化一體로 中 대표 정유<U+2219>화학기업 도약",187000,187000,187000,183500,160129
"2019-04-30",NA,182500,187500,188000,181500,329528
